experiment,iteration,sigma,attributes,objects,closure
674,1,528,3,5,3
674,2,504,3,4,5
674,3,363,4,0,7
675,0,814,985,446,0
675,1,507,3,7,2
675,2,494,3,0,6
676,0,814,985,446,0
676,1,507,2,7,2
676,2,487,3,5,7
676,3,485,2,0,10
677,0,814,985,446,0
677,1,379,3,7,3
677,2,371,3,0,5
678,0,814,985,446,0
678,1,485,3,5,3
678,2,302,4,0,6
679,0,814,985,446,0
679,1,391,3,7,2
679,2,383,4,0,4
680,0,814,985,446,0
680,1,532,4,5,3
680,2,382,4,0,6
681,0,814,985,446,0
681,1,507,4,7,2
681,2,487,4,5,7
681,3,485,4,0,10
682,0,814,985,446,0
682,1,507,4,7,2
682,2,487,3,5,7
682,3,240,4,0,13
683,0,814,985,446,0
683,1,507,4,7,2
683,2,487,3,5,7
683,3,256,3,0,12
684,0,814,985,446,0
684,1,516,4,5,2
684,2,362,2,1,4
685,0,814,985,446,0
685,1,507,2,7,2
685,2,487,3,5,7
685,3,457,4,0,10
686,0,814,985,446,0
686,1,507,3,7,2
686,2,473,2,0,4
687,0,814,985,446,0
687,1,507,4,7,2
687,2,352,2,0,4
688,0,814,985,446,0
688,1,507,3,7,2
688,2,487,4,5,7
688,3,485,2,0,10
689,0,814,985,446,0
689,1,502,4,5,3
689,2,435,3,0,6
690,0,814,985,446,0
690,1,507,4,7,2
690,2,280,4,0,7
691,0,814,985,446,0
691,1,391,4,5,2
691,2,383,4,0,4
692,0,814,985,446,0
692,1,524,2,5,3
692,2,520,3,0,5
693,0,814,985,446,0
693,1,499,3,6,3
693,2,472,3,1,5
694,0,814,985,446,0
694,1,537,4,8,2
694,2,514,3,0,5
695,0,814,985,446,0
695,1,507,4,7,2
695,2,487,2,5,7
695,3,268,3,0,13
696,0,814,985,446,0
696,1,507,2,7,2
696,2,487,3,5,7
696,3,485,3,0,10
697,0,814,985,446,0
697,1,424,3,5,4
697,2,419,4,0,6
698,0,814,985,446,0
698,1,507,2,7,2
698,2,487,3,5,7
698,3,333,3,0,9
699,0,814,985,446,0
699,1,364,4,5,3
699,2,356,3,0,5
700,0,814,985,446,0
700,1,507,3,7,2
700,2,487,4,5,7
700,3,299,3,0,11
701,0,814,985,446,0
701,1,507,2,7,2
701,2,352,2,0,4
702,0,814,985,446,0
702,1,377,4,5,3
702,2,301,3,0,6
703,0,814,985,446,0
703,1,507,4,7,2
703,2,442,3,0,5
704,0,814,985,446,0
704,1,539,2,6,3
704,2,522,3,0,6
705,0,814,985,446,0
705,1,507,2,7,2
705,2,487,2,5,7
705,3,485,3,0,10
706,0,814,985,446,0
706,1,507,3,7,2
706,2,487,2,5,7
706,3,349,4,0,14
707,0,814,985,446,0
707,1,507,2,7,2
707,2,477,3,0,5
708,0,814,985,446,0
708,1,507,4,7,2
708,2,320,3,0,5
709,0,814,985,446,0
709,1,507,2,7,2
709,2,492,4,0,4
710,0,814,985,446,0
710,1,507,3,7,2
710,2,298,3,0,5
711,0,814,985,446,0
711,1,507,3,7,2
711,2,487,4,5,7
711,3,240,4,0,12
712,0,814,985,446,0
712,1,376,4,6,3
712,2,368,2,0,5
713,0,814,985,446,0
713,1,507,2,7,2
713,2,487,3,5,7
713,3,485,3,0,10
714,0,814,985,446,0
714,1,507,2,7,2
714,2,487,3,5,7
714,3,485,3,0,10
715,0,814,985,446,0
715,1,379,4,5,3
715,2,371,4,0,5
716,0,814,985,446,0
716,1,390,2,5,3
716,2,382,3,0,5
717,0,814,985,446,0
717,1,505,4,5,3
717,2,501,2,0,5
718,0,814,985,446,0
718,1,507,4,7,2
718,2,487,2,5,7
718,3,485,3,0,10
719,0,814,985,446,0
719,1,507,2,7,2
719,2,487,4,5,7
719,3,425,2,0,10
720,0,814,985,446,0
720,1,507,2,7,2
720,2,487,2,5,7
720,3,456,4,0,10
721,0,814,985,446,0
721,1,520,3,5,2
721,2,507,3,2,6
721,3,488,2,1,8
722,0,814,985,446,0
722,1,390,3,5,3
722,2,382,3,0,5
723,0,814,985,446,0
723,1,485,4,12,3
723,2,302,3,0,6
724,0,814,985,446,0
724,1,507,3,7,2
724,2,352,4,0,4
725,0,814,985,446,0
725,1,521,2,6,4
725,2,432,3,0,8
726,0,814,985,446,0
726,1,507,2,7,2
726,2,487,2,5,7
726,3,330,4,0,12
727,0,814,985,446,0
727,1,507,3,7,2
727,2,487,3,5,7
727,3,485,3,0,10
728,0,814,985,446,0
728,1,507,2,7,2
728,2,487,2,5,7
728,3,333,3,0,9
729,0,814,985,446,0
729,1,507,3,7,2
729,2,487,3,5,7
729,3,457,2,0,10
730,0,814,985,446,0
730,1,540,3,7,2
730,2,377,2,5,5
730,3,299,2,0,8
731,0,814,985,446,0
731,1,518,4,5,3
731,2,464,2,1,7
732,0,814,985,446,0
732,1,520,3,5,3
732,2,470,3,0,6
733,0,814,985,446,0
733,1,357,3,5,4
733,2,268,3,0,9
734,0,814,985,446,0
734,1,364,4,5,3
734,2,356,2,0,5
735,0,814,985,446,0
735,1,350,3,5,3
735,2,342,3,0,5
736,0,814,985,446,0
736,1,507,3,7,2
736,2,487,3,5,7
736,3,485,3,0,10
737,0,814,985,446,0
737,1,507,4,7,2
737,2,487,2,5,7
737,3,485,3,0,10
738,0,814,985,446,0
738,1,507,4,7,2
738,2,487,2,5,7
738,3,485,3,0,10
739,0,814,985,446,0
739,1,507,2,7,2
739,2,487,3,5,7
739,3,422,3,0,10
740,0,814,985,446,0
740,1,507,3,7,2
740,2,352,3,0,4
741,0,814,985,446,0
741,1,507,3,7,2
741,2,487,4,5,7
741,3,240,3,0,12
742,0,814,985,446,0
742,1,507,3,7,2
742,2,487,2,5,7
742,3,485,4,0,10
743,0,814,985,446,0
743,1,391,3,6,2
743,2,375,3,0,5
744,0,814,985,446,0
744,1,507,3,7,2
744,2,487,3,5,7
744,3,485,3,0,10
745,0,814,985,446,0
745,1,507,4,7,2
745,2,487,4,5,7
745,3,477,3,0,10
746,0,814,985,446,0
746,1,518,3,5,3
746,2,329,3,0,7
747,0,814,985,446,0
747,1,507,2,5,3
747,2,299,2,0,7
748,0,814,985,446,0
748,1,525,3,5,3
748,2,375,2,0,5
749,0,814,985,446,0
749,1,507,2,7,2
749,2,487,3,5,7
749,3,485,3,0,10
750,0,814,985,446,0
750,1,507,4,7,2
750,2,487,2,5,7
750,3,485,4,0,10
751,0,814,985,446,0
751,1,390,4,7,3
751,2,382,3,0,5
752,0,814,985,446,0
752,1,427,3,5,4
752,2,266,3,0,7
753,0,814,985,446,0
753,1,524,4,5,3
753,2,510,3,0,6
754,0,814,985,446,0
754,1,507,2,7,2
754,2,487,3,5,7
754,3,485,3,0,10
755,0,814,985,446,0
755,1,509,3,6,3
755,2,351,3,4,12
755,3,349,3,4,14
755,4,71,2,0,21
756,0,814,985,446,0
756,1,507,4,7,2
756,2,487,3,5,7
756,3,421,4,0,10
757,0,814,985,446,0
757,1,364,3,6,3
757,2,356,2,0,5
758,0,814,985,446,0
758,1,507,4,7,2
758,2,487,2,5,7
758,3,485,2,0,10
759,0,814,985,446,0
759,1,539,3,6,3
759,2,507,3,0,5
760,0,814,985,446,0
760,1,391,2,5,2
760,2,383,2,0,4
761,0,814,985,446,0
761,1,391,3,5,2
761,2,383,4,0,4
762,0,814,985,446,0
762,1,507,4,7,2
762,2,487,4,5,7
762,3,485,4,0,10
763,0,814,985,446,0
763,1,507,2,7,2
763,2,487,4,5,7
763,3,485,3,0,10
764,0,814,985,446,0
764,1,391,3,5,2
764,2,383,3,0,4
765,0,814,985,446,0
765,1,507,4,7,2
765,2,487,2,5,7
765,3,485,3,0,10
766,0,814,985,446,0
766,1,509,3,6,3
766,2,486,4,4,5
766,3,351,3,4,13
766,4,73,2,0,20
767,0,814,985,446,0
767,1,391,4,5,2
767,2,383,3,3,4
767,3,341,3,0,6
768,0,814,985,446,0
768,1,391,3,7,2
768,2,383,3,1,4
769,0,814,985,446,0
769,1,507,3,7,2
769,2,487,2,5,7
769,3,333,4,0,9
770,0,814,985,446,0
770,1,507,3,7,2
770,2,487,2,5,7
770,3,333,4,0,9
771,0,814,985,446,0
771,1,391,4,9,2
771,2,362,2,0,4
772,0,814,985,446,0
772,1,507,2,5,3
772,2,299,4,0,7
773,0,814,985,446,0
773,1,507,3,5,3
773,2,299,3,0,7
774,0,814,985,446,0
774,1,507,2,7,2
774,2,487,4,5,7
774,3,485,3,0,10
775,0,814,985,446,0
775,1,507,3,7,2
775,2,487,2,5,7
775,3,333,4,0,9
776,0,814,985,446,0
776,1,502,4,5,3
776,2,351,3,4,13
776,3,349,2,4,15
776,4,71,2,0,22
777,0,814,985,446,0
777,1,506,4,5,3
777,2,501,4,0,5
778,0,814,985,446,0
778,1,364,4,6,3
778,2,356,3,0,5
779,0,814,985,446,0
779,1,507,3,7,2
779,2,282,4,0,6
780,0,814,985,446,0
780,1,507,3,7,2
780,2,487,3,5,7
780,3,485,3,0,10
781,0,814,985,446,0
781,1,507,2,7,2
781,2,352,3,0,4
782,0,814,985,446,0
782,1,507,3,7,2
782,2,487,3,5,7
782,3,276,2,0,11
783,0,814,985,446,0
783,1,507,3,7,2
783,2,345,4,0,5
784,0,814,985,446,0
784,1,509,3,6,3
784,2,486,4,4,5
784,3,297,4,0,8
785,0,814,985,446,0
785,1,507,2,7,2
785,2,487,3,5,7
785,3,485,3,0,10
786,0,814,985,446,0
786,1,383,4,5,3
786,2,380,3,0,5
787,0,814,985,446,0
787,1,507,4,6,3
787,2,299,2,0,7
788,0,814,985,446,0
788,1,507,3,7,2
788,2,487,2,5,7
788,3,333,4,0,9
789,0,814,985,446,0
789,1,507,2,7,2
789,2,487,3,5,7
789,3,392,4,0,13
790,0,814,985,446,0
790,1,527,4,6,3
790,2,487,4,5,7
790,3,333,4,0,9
791,0,814,985,446,0
791,1,507,2,7,2
791,2,442,3,0,5
792,0,814,985,446,0
792,1,507,3,7,2
792,2,487,3,5,7
792,3,333,3,0,9
793,0,814,985,446,0
793,1,540,3,7,2
793,2,471,4,0,6
794,0,814,985,446,0
794,1,528,3,5,3
794,2,333,3,0,6
795,0,814,985,446,0
795,1,507,3,7,2
795,2,299,4,0,6
796,0,814,985,446,0
796,1,507,4,7,2
796,2,323,2,0,6
797,0,814,985,446,0
797,1,507,3,7,2
797,2,487,3,5,7
797,3,485,2,0,10
798,0,814,985,446,0
798,1,507,2,7,2
798,2,487,2,5,7
798,3,485,2,0,10
799,0,814,985,446,0
799,1,505,3,5,3
799,2,483,4,0,6
800,0,814,985,446,0
800,1,507,2,7,2
800,2,487,4,5,7
800,3,485,2,0,10
801,0,814,985,446,0
801,1,507,3,7,2
801,2,491,3,6,5
801,3,487,3,5,7
801,4,333,3,0,9
802,0,814,985,446,0
802,1,391,3,7,2
802,2,383,3,0,4
803,0,814,985,446,0
803,1,507,2,7,2
803,2,487,3,5,7
803,3,485,2,0,10
804,0,814,985,446,0
804,1,485,4,5,3
804,2,301,3,2,6
804,3,242,3,0,10
805,0,814,985,446,0
805,1,507,3,7,2
805,2,487,3,5,7
805,3,425,4,0,10
806,0,814,985,446,0
806,1,507,4,7,2
806,2,352,3,0,4
807,0,814,985,446,0
807,1,537,3,8,2
807,2,529,3,1,5
808,0,814,985,446,0
808,1,507,3,7,2
808,2,487,3,5,7
808,3,485,3,0,10
809,0,814,985,446,0
809,1,507,2,7,2
809,2,318,4,0,6
810,0,814,985,446,0
810,1,391,3,7,2
810,2,383,4,0,4
811,0,814,985,446,0
811,1,368,3,5,3
811,2,329,3,1,6
812,0,814,985,446,0
812,1,528,2,5,3
812,2,333,4,0,6
813,0,814,985,446,0
813,1,539,3,6,3
813,2,507,3,0,5
814,0,814,985,446,0
814,1,503,2,7,3
814,2,491,3,0,6
815,0,814,985,446,0
815,1,507,2,7,2
815,2,487,3,5,7
815,3,299,4,0,11
816,0,814,985,446,0
816,1,364,4,5,3
816,2,362,4,0,6
817,0,814,985,446,0
817,1,535,2,5,3
817,2,520,3,0,5
818,0,814,985,446,0
818,1,537,4,8,2
818,2,529,2,1,5
819,0,814,985,446,0
819,1,507,3,7,2
819,2,487,3,5,7
819,3,485,4,0,10
820,0,814,985,446,0
820,1,507,3,7,2
820,2,352,3,0,4
821,0,814,985,446,0
821,1,507,3,7,2
821,2,352,4,0,4
822,0,814,985,446,0
822,1,507,4,7,2
822,2,352,4,0,4
823,0,814,985,446,0
823,1,507,3,7,2
823,2,487,3,5,7
823,3,485,4,0,10
824,0,814,985,446,0
824,1,391,4,5,2
824,2,383,3,0,4
825,0,814,985,446,0
825,1,364,4,5,3
825,2,320,3,0,6
826,0,814,985,446,0
826,1,520,4,5,3
826,2,368,4,0,6
827,0,814,985,446,0
827,1,506,2,5,3
827,2,501,2,0,5
828,0,814,985,446,0
828,1,507,4,7,2
828,2,352,4,0,4
829,0,814,985,446,0
829,1,507,3,7,2
829,2,487,3,5,7
829,3,301,3,0,10
830,0,814,985,446,0
830,1,390,4,5,3
830,2,382,3,0,5
831,0,814,985,446,0
831,1,540,3,7,2
831,2,522,3,0,5
832,0,814,985,446,0
832,1,507,3,7,2
832,2,307,2,0,6
833,0,814,985,446,0
833,1,507,4,7,2
833,2,487,3,5,7
833,3,485,3,0,10
834,0,814,985,446,0
834,1,391,3,5,2
834,2,367,3,0,5
835,0,814,985,446,0
835,1,507,4,7,2
835,2,487,2,5,7
835,3,485,3,0,10
836,0,814,985,446,0
836,1,507,4,7,2
836,2,352,3,0,4
837,0,814,985,446,0
837,1,507,3,7,2
837,2,352,2,0,4
838,0,814,985,446,0
838,1,485,3,5,3
838,2,333,4,0,5
839,0,814,985,446,0
839,1,507,3,7,2
839,2,487,4,5,7
839,3,485,3,0,10
840,0,814,985,446,0
840,1,507,2,7,2
840,2,326,4,0,5
841,0,814,985,446,0
841,1,391,3,5,2
841,2,383,3,0,4
842,0,814,985,446,0
842,1,507,2,7,2
842,2,487,4,5,7
842,3,485,3,0,10
843,0,814,985,446,0
843,1,507,4,7,2
843,2,487,3,5,7
843,3,330,3,0,12
844,0,814,985,446,0
844,1,507,2,7,2
844,2,487,2,5,7
844,3,410,4,0,12
845,0,814,985,446,0
845,1,507,3,7,2
845,2,423,3,0,5
846,0,814,985,446,0
846,1,507,2,7,2
846,2,433,3,0,5
847,0,814,985,446,0
847,1,364,4,5,3
847,2,358,3,0,6
848,0,814,985,446,0
848,1,507,2,7,2
848,2,487,4,5,7
848,3,485,2,0,10
849,0,814,985,446,0
849,1,499,2,6,3
849,2,472,3,1,5
850,0,814,985,446,0
850,1,507,3,7,2
850,2,487,4,5,7
850,3,485,4,0,10
851,0,814,985,446,0
851,1,499,2,6,3
851,2,472,3,1,5
852,0,814,985,446,0
852,1,507,4,7,2
852,2,287,3,0,8
853,0,814,985,446,0
853,1,507,2,7,2
853,2,446,2,0,5
854,0,814,985,446,0
854,1,507,2,7,2
854,2,487,3,5,7
854,3,485,4,0,10
855,0,814,985,446,0
855,1,507,2,7,2
855,2,487,4,5,7
855,3,333,4,0,9
856,0,814,985,446,0
856,1,507,3,7,2
856,2,487,4,5,7
856,3,485,3,0,10
857,0,814,985,446,0
857,1,507,2,7,2
857,2,352,3,0,4
858,0,814,985,446,0
858,1,507,3,7,2
858,2,487,2,5,7
858,3,485,4,0,10
859,0,814,985,446,0
859,1,510,2,5,3
859,2,442,4,4,6
859,3,351,4,4,14
859,4,220,3,0,16
860,0,814,985,446,0
860,1,507,4,7,2
860,2,487,2,5,7
860,3,485,3,0,10
861,0,814,985,446,0
861,1,507,3,7,2
861,2,487,2,5,7
861,3,332,3,0,10
862,0,814,985,446,0
862,1,529,3,6,4
862,2,357,3,0,8
863,0,814,985,446,0
863,1,368,4,5,3
863,2,360,2,0,5
864,0,814,985,446,0
864,1,390,3,5,3
864,2,333,3,1,6
865,0,814,985,446,0
865,1,528,2,5,3
865,2,514,2,0,6
866,0,814,985,446,0
866,1,427,3,5,4
866,2,412,2,0,8
867,0,814,985,446,0
867,1,507,3,7,2
867,2,487,4,5,7
867,3,485,3,0,10
868,0,814,985,446,0
868,1,507,2,7,2
868,2,321,3,0,5
869,0,814,985,446,0
869,1,488,3,5,3
869,2,440,4,0,6
870,0,814,985,446,0
870,1,507,3,7,2
870,2,487,3,5,7
870,3,272,2,0,11
871,0,814,985,446,0
871,1,528,3,5,3
871,2,506,4,0,6
872,0,814,985,446,0
872,1,507,3,7,2
872,2,487,3,5,7
872,3,485,2,0,10
873,0,814,985,446,0
873,1,507,4,7,2
873,2,487,2,5,7
873,3,333,3,0,9
874,0,814,985,446,0
874,1,484,4,5,3
874,2,327,2,0,6
875,0,814,985,446,0
875,1,520,4,5,3
875,2,470,2,0,6
876,0,814,985,446,0
876,1,507,2,7,2
876,2,465,3,0,5
877,0,814,985,446,0
877,1,525,3,5,3
877,2,501,3,4,5
877,3,346,4,4,17
877,4,68,3,0,24
878,0,814,985,446,0
878,1,364,4,6,3
878,2,356,4,0,5
879,0,814,985,446,0
879,1,391,3,6,2
879,2,383,2,2,4
879,3,341,4,0,6
880,0,814,985,446,0
880,1,507,2,7,2
880,2,331,2,0,5
881,0,814,985,446,0
881,1,507,2,7,2
881,2,487,3,5,7
881,3,333,4,0,9
882,0,814,985,446,0
882,1,507,3,7,2
882,2,442,4,0,5
883,0,814,985,446,0
883,1,507,3,7,2
883,2,501,2,0,5
884,0,814,985,446,0
884,1,391,3,6,2
884,2,383,2,0,4
885,0,814,985,446,0
885,1,507,3,7,2
885,2,487,3,0,5
886,0,814,985,446,0
886,1,507,3,7,2
886,2,487,3,5,7
886,3,485,3,0,10
887,0,814,985,446,0
887,1,507,3,7,2
887,2,370,2,0,9
888,0,814,985,446,0
888,1,507,3,7,2
888,2,487,3,5,7
888,3,485,4,0,10
889,0,814,985,446,0
889,1,507,3,7,2
889,2,487,3,5,7
889,3,485,4,0,10
890,0,814,985,446,0
890,1,507,3,7,2
890,2,487,3,5,7
890,3,485,3,0,10
891,0,814,985,446,0
891,1,507,4,7,2
891,2,487,3,5,7
891,3,485,3,0,10
892,0,814,985,446,0
892,1,507,4,7,2
892,2,487,3,5,7
892,3,485,3,0,10
893,0,814,985,446,0
893,1,379,4,7,3
893,2,371,2,0,5
894,0,814,985,446,0
894,1,507,3,5,3
894,2,299,3,0,7
895,0,814,985,446,0
895,1,518,3,5,3
895,2,464,3,1,7
896,0,814,985,446,0
896,1,507,3,7,2
896,2,441,3,0,5
897,0,814,985,446,0
897,1,507,2,7,2
897,2,352,4,0,4
898,0,814,985,446,0
898,1,518,3,5,3
898,2,495,3,0,6
899,0,814,985,446,0
899,1,507,3,7,2
899,2,487,3,5,7
899,3,485,3,0,10
900,0,814,985,446,0
900,1,507,3,7,2
900,2,319,3,0,5
901,0,814,985,446,0
901,1,507,3,7,2
901,2,487,3,5,7
901,3,410,3,0,11
902,0,814,985,446,0
902,1,362,4,5,3
902,2,354,3,0,5
903,0,814,985,446,0
903,1,507,2,7,2
903,2,280,4,0,7
904,0,814,985,446,0
904,1,507,3,7,2
904,2,497,4,0,5
905,0,814,985,446,0
905,1,391,4,6,2
905,2,383,2,0,4
906,0,814,985,446,0
906,1,391,4,6,2
906,2,383,3,0,4
907,0,814,985,446,0
907,1,507,2,7,2
907,2,487,3,5,7
907,3,485,3,0,10
908,0,814,985,446,0
908,1,507,3,7,2
908,2,487,2,5,7
908,3,485,3,0,10
909,0,814,985,446,0
909,1,391,4,6,2
909,2,383,3,2,4
909,3,341,3,0,6
910,0,814,985,446,0
910,1,507,3,7,2
910,2,487,4,5,7
910,3,485,4,0,10
911,0,814,985,446,0
911,1,518,3,5,3
911,2,373,2,0,5
912,0,814,985,446,0
912,1,427,2,5,4
912,2,266,4,0,7
913,0,814,985,446,0
913,1,489,4,5,3
913,2,441,3,0,6
914,0,814,985,446,0
914,1,539,4,6,2
914,2,508,3,0,5
915,0,814,985,446,0
915,1,507,3,7,2
915,2,487,2,5,7
915,3,349,3,0,14
916,0,814,985,446,0
916,1,391,3,5,2
916,2,362,2,1,4
917,0,814,985,446,0
917,1,507,2,7,2
917,2,487,3,5,7
917,3,485,3,0,10
918,0,814,985,446,0
918,1,507,3,7,2
918,2,487,2,5,7
918,3,485,2,0,10
919,0,814,985,446,0
919,1,507,2,7,2
919,2,487,4,5,7
919,3,485,3,0,10
920,0,814,985,446,0
920,1,508,2,6,2
920,2,327,2,0,6
921,0,814,985,446,0
921,1,507,2,7,2
921,2,487,4,5,7
921,3,485,3,0,10
922,0,814,985,446,0
922,1,539,4,6,2
922,2,533,4,5,4
922,3,383,3,0,6
923,0,814,985,446,0
923,1,507,2,7,2
923,2,487,3,5,7
923,3,485,3,0,10
924,0,814,985,446,0
924,1,507,3,7,2
924,2,487,4,5,7
924,3,485,2,0,10
925,0,814,985,446,0
925,1,537,3,8,2
925,2,529,2,1,5
926,0,814,985,446,0
926,1,507,3,7,2
926,2,487,2,5,7
926,3,485,3,0,10
927,0,814,985,446,0
927,1,507,4,7,2
927,2,487,2,5,7
927,3,308,3,0,10
928,0,814,985,446,0
928,1,507,3,7,2
928,2,491,2,0,6
929,0,814,985,446,0
929,1,391,3,5,2
929,2,385,3,0,5
930,0,814,985,446,0
930,1,507,3,7,2
930,2,487,4,5,7
930,3,485,3,0,10
931,0,814,985,446,0
931,1,507,4,7,2
931,2,487,2,5,7
931,3,265,3,0,11
932,0,814,985,446,0
932,1,507,3,7,2
932,2,487,3,5,7
932,3,485,3,0,10
933,0,814,985,446,0
933,1,507,3,7,2
933,2,352,4,0,4
934,0,814,985,446,0
934,1,507,2,7,2
934,2,352,3,0,4
935,0,814,985,446,0
935,1,507,2,7,2
935,2,331,4,0,5
936,0,814,985,446,0
936,1,391,4,5,2
936,2,383,3,0,4
937,0,814,985,446,0
937,1,507,3,7,2
937,2,487,3,5,7
937,3,403,4,0,10
938,0,814,985,446,0
938,1,333,3,5,4
938,2,325,2,0,6
939,0,814,985,446,0
939,1,527,3,6,3
939,2,487,3,5,7
939,3,333,4,0,9
940,0,814,985,446,0
940,1,507,4,7,2
940,2,352,3,0,4
941,0,814,985,446,0
941,1,362,3,5,3
941,2,335,3,0,6
942,0,814,985,446,0
942,1,391,2,7,2
942,2,323,4,0,6
943,0,814,985,446,0
943,1,350,3,5,3
943,2,342,3,0,5
944,0,814,985,446,0
944,1,507,2,7,2
944,2,327,3,0,5
945,0,814,985,446,0
945,1,524,4,5,3
945,2,435,2,1,7
946,0,814,985,446,0
946,1,507,3,7,2
946,2,269,2,0,6
947,0,814,985,446,0
947,1,507,3,7,2
947,2,487,4,5,7
947,3,392,3,0,12
948,0,814,985,446,0
948,1,507,3,7,2
948,2,259,3,0,9
949,0,814,985,446,0
949,1,507,3,7,2
949,2,487,3,5,7
949,3,485,4,0,10
950,0,814,985,446,0
950,1,507,3,7,2
950,2,352,4,0,4
951,0,814,985,446,0
951,1,485,3,6,3
951,2,447,4,0,5
952,0,814,985,446,0
952,1,507,2,7,2
952,2,349,4,0,7
953,0,814,985,446,0
953,1,507,2,7,2
953,2,487,2,5,7
953,3,272,3,0,11
954,0,814,985,446,0
954,1,485,4,12,3
954,2,240,3,0,9
955,0,814,985,446,0
955,1,507,3,7,2
955,2,352,3,0,4
956,0,814,985,446,0
956,1,518,4,5,3
956,2,367,2,0,5
957,0,814,985,446,0
957,1,507,2,7,2
957,2,352,3,0,5
958,0,814,985,446,0
958,1,507,3,7,2
958,2,487,3,5,7
958,3,333,3,0,9
959,0,814,985,446,0
959,1,507,3,7,2
959,2,352,2,0,4
960,0,814,985,446,0
960,1,507,4,7,2
960,2,487,3,5,7
960,3,485,3,0,10
961,0,814,985,446,0
961,1,507,2,7,2
961,2,487,3,5,7
961,3,485,3,0,10
962,0,814,985,446,0
962,1,507,4,7,2
962,2,487,3,5,7
962,3,333,3,0,9
963,0,814,985,446,0
963,1,390,4,5,3
963,2,382,3,0,5
964,0,814,985,446,0
964,1,499,2,6,3
964,2,472,3,1,5
965,0,814,985,446,0
965,1,507,2,7,2
965,2,487,4,5,7
965,3,485,3,0,10
966,0,814,985,446,0
966,1,427,3,5,4
966,2,266,3,0,7
967,0,814,985,446,0
967,1,507,4,7,2
967,2,487,2,5,7
967,3,333,2,0,9
968,0,814,985,446,0
968,1,507,3,7,2
968,2,487,3,5,7
968,3,481,4,0,10
969,0,814,985,446,0
969,1,391,2,5,2
969,2,385,2,0,5
970,0,814,985,446,0
970,1,507,4,7,2
970,2,487,2,5,7
970,3,485,2,0,10
971,0,814,985,446,0
971,1,507,2,7,2
971,2,497,4,0,5
972,0,814,985,446,0
972,1,507,4,7,2
972,2,459,2,0,5
973,0,814,985,446,0
973,1,507,2,7,2
973,2,487,3,5,7
973,3,485,3,0,10
974,0,814,985,446,0
974,1,507,4,7,2
974,2,281,3,0,6
975,0,814,985,446,0
975,1,507,4,7,2
975,2,487,2,5,7
975,3,485,3,0,10
976,0,814,985,446,0
976,1,507,2,7,2
976,2,503,4,0,4
977,0,814,985,446,0
977,1,485,3,6,3
977,2,242,2,0,9
978,0,814,985,446,0
978,1,528,3,5,3
978,2,333,3,0,6
979,0,814,985,446,0
979,1,507,2,7,2
979,2,487,4,5,7
979,3,485,2,0,10
980,0,814,985,446,0
980,1,507,3,7,2
980,2,433,4,0,5
981,0,814,985,446,0
981,1,507,3,7,2
981,2,487,3,5,7
981,3,333,2,0,9
982,0,814,985,446,0
982,1,518,4,5,3
982,2,442,4,4,6
982,3,351,4,4,14
982,4,220,2,0,16
983,0,814,985,446,0
983,1,507,3,7,2
983,2,487,2,5,7
983,3,485,3,0,10
984,0,814,985,446,0
984,1,507,3,7,2
984,2,487,2,5,7
984,3,485,3,0,10
985,0,814,985,446,0
985,1,507,3,7,2
985,2,487,3,5,7
985,3,485,4,0,10
986,0,814,985,446,0
986,1,507,2,7,2
986,2,321,4,0,5
987,0,814,985,446,0
987,1,390,3,7,3
987,2,382,3,0,5
988,0,814,985,446,0
988,1,357,4,5,4
988,2,349,4,0,6
989,0,814,985,446,0
989,1,507,4,7,2
989,2,487,4,5,7
989,3,485,3,0,10
990,0,814,985,446,0
990,1,507,2,7,2
990,2,487,4,5,7
990,3,240,2,0,14
991,0,814,985,446,0
991,1,507,3,7,2
991,2,487,3,5,7
991,3,485,3,0,10
992,0,814,985,446,0
992,1,518,3,5,3
992,2,310,4,0,7
993,0,814,985,446,0
993,1,507,3,7,2
993,2,487,3,5,7
993,3,485,2,0,10
994,0,814,985,446,0
994,1,507,3,7,2
994,2,492,3,0,5
995,0,814,985,446,0
995,1,391,2,5,2
995,2,383,3,0,4
996,0,814,985,446,0
996,1,507,3,7,2
996,2,487,3,5,7
996,3,483,3,0,9
997,0,814,985,446,0
997,1,507,4,7,2
997,2,352,4,0,4
998,0,814,985,446,0
998,1,485,4,5,3
998,2,242,2,0,9
999,0,814,985,446,0
999,1,507,4,7,2
999,2,280,4,0,7
1000,0,814,985,446,0
1000,1,507,4,7,2
1000,2,320,3,0,5
